experiment_id,timestamp,split,seed,mode,initial_loss,final_loss,steps_to_threshold,converged,diverged,wall_clock_s,delta_w_norm,model.depth,model.width,model.n_params,model.flops,model.activation,model.normalization,model.residual_connection_ratio,model.attention_structure,model.required_memory_bytes,model.init_method,model.weight_norm_mean,model.weight_norm_std,task.function,task.seed,task.input_dim,task.noise_level,task.n_samples,task.target_variance,task.target_entropy_estimate,task.feature_correlation_mean,task.redundancy,task.class_imbalance,task.distribution,hardware.device_type,hardware.device_name,hardware.device_count,hardware.memory_bytes,hardware.precision,hardware.interconnect,regime.regime_model_size,regime.regime_data_noise,regime.regime_data_volume,regime.regime_device,regime.regime_label,training.learning_rate,training.batch_size,training.optimizer,training.weight_decay,training.init_method,zero_cost.synflow,zero_cost.snip,zero_cost.grasp,zero_cost.jacob_cov,zero_cost.effective_rank,zero_cost.hessian_trace,zero_cost.jacobian_condition_mean,zero_cost.jacobian_condition_median,zero_cost.jacobian_sigma_max_mean,zero_cost.gradient_norm,zero_cost.gradient_norm_variance,zero_cost.activation_mean,zero_cost.activation_variance
70,2026-09-01 13:43:37,train,123,full_training,7.565255165100098,0.049508653581142426,163.0,1,0,0.16753007998340763,6.431514263153076,2,32,1217,2304,relu,none,0.0,none,19472,xavier,3.998493274052938,2.7725577354431152,nonlinear_product,123,3,0.08,768,5.356934070587158,2.258134438040257,0.02532337812379011,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,xavier,85.53611755371094,22.094467163085938,-257.4178771972656,48.296791076660156,11.881487846374512,20.124691009521484,2.4107964038848877,2.2924115657806396,1.3192806243896484,8.941706657409668,491.4734802246094,0.1420404016971588,0.05852394178509712
71,2026-09-01 13:43:38,train,123,full_training,7.449880123138428,0.04813200607895851,211.0,1,0,0.29229509600554593,6.179826259613037,2,32,1217,2304,relu,none,0.0,none,19472,he,5.3281480471293134,2.563436269760132,nonlinear_product,123,3,0.08,768,5.356934070587158,2.258134438040257,0.02532337812379011,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,he,247.24282836914062,59.92972183227539,-1244.29931640625,48.296791076660156,11.881487846374512,117.71100406646728,2.4107961654663086,2.292412042617798,3.1863653659820557,18.814973831176758,2425.303466796875,0.3430601954460144,0.3413897007703781
72,2026-09-01 13:43:38,train,123,full_training,6.496826171875,0.03886782377958298,203.0,1,0,0.18676955299451947,7.168177127838135,2,32,1217,2304,relu,none,0.0,none,19472,orthogonal,3.8164965311686196,3.016789674758911,nonlinear_product,123,3,0.08,768,5.356934070587158,2.258134438040257,0.02532337812379011,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,orthogonal,53.49358367919922,16.12177848815918,-137.4222412109375,41.693626403808594,12.118642807006836,-4.61395492553711,1.7957978248596191,1.7013288736343384,1.2034233808517456,7.144822120666504,301.4844970703125,0.14874020218849182,0.05376480706036091
73,2026-09-01 13:43:38,train,124,full_training,1.490983009338379,0.04465317726135254,22.0,1,0,0.027212524000788108,3.4468894004821777,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,linear,124,4,0.164,384,2.0406341552734375,1.775568843193267,0.03425815617174718,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,9.049654006958008,-16.737125396728516,68.43195343017578,14.280282974243164,43.1771785736084,3.4114608764648438,3.2123210430145264,1.6302857398986816,2.8045032024383545,34.99249267578125,0.1936294361948967,0.10276666656136513
74,2026-09-01 13:43:38,train,124,full_training,1.0407657623291016,0.04961105063557625,26.0,1,0,0.035550082015106454,3.34787654876709,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,linear,124,4,0.164,384,2.0406341552734375,1.775568843193267,0.03425815617174718,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,17.235881805419922,-67.11006927490234,68.43195343017578,14.280282974243164,104.5029525756836,3.4114608764648438,3.212320566177368,3.4583582878112793,4.0253801345825195,79.14061737060547,0.41075003147125244,0.46244996786117554
75,2026-09-01 13:43:38,train,124,full_training,2.1135387420654297,0.03467043489217758,28.0,1,0,0.02575400998466648,3.905384063720703,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,linear,124,4,0.164,384,2.0406341552734375,1.775568843193267,0.03425815617174718,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,9.036859512329102,-29.357418060302734,91.03823852539062,15.56056022644043,42.35469465255737,2.086106300354004,2.0397093296051025,1.2480919361114502,2.970400333404541,35.59828567504883,0.17706023901700974,0.07681936770677567
76,2026-09-01 13:43:38,train,125,full_training,2.110644578933716,0.048983555287122726,73.0,1,0,0.07885856498614885,5.497148036956787,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,nonlinear_interaction,125,5,0.067,512,1.7672736644744873,1.7036575614763825,0.021876697988372978,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,116.72314453125,11.076645851135254,-44.87848663330078,100.72754669189453,17.418058395385742,56.79017400741577,3.788422107696533,3.214451789855957,1.7105247974395752,3.172537088394165,92.29722595214844,0.2321529984474182,0.14789597690105438
77,2026-09-01 13:43:38,train,125,full_training,3.9312148094177246,0.036219172179698944,78.0,1,0,0.07305302799795754,5.087487697601318,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,nonlinear_interaction,125,5,0.067,512,1.7672736644744873,1.7036575614763825,0.021876697988372978,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,268.70367431640625,33.973995208740234,-498.6511535644531,100.72754669189453,17.418062210083008,165.03291549682618,3.788422107696533,3.214451789855957,3.290259838104248,8.0922269821167,373.8601379394531,0.4465551823377609,0.5472151339054108
78,2026-09-01 13:43:38,train,125,full_training,1.6186809539794922,0.038301732391119,79.0,1,0,0.07158731398521923,5.722728729248047,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,nonlinear_interaction,125,5,0.067,512,1.7672736644744873,1.7036575614763825,0.021876697988372978,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,7.316396713256836,-24.063438415527344,86.27992248535156,16.753786087036133,42.79117050170898,2.6702470779418945,2.495260715484619,1.3068079948425293,2.864539861679077,56.975914001464844,0.19546696543693542,0.10208047926425934
79,2026-09-01 13:43:39,train,126,full_training,9.419053077697754,0.04995451122522354,257.0,1,0,0.25108037499012426,8.414608001708984,2,32,1345,2560,relu,none,0.0,none,21520,xavier,4.824894110361735,2.6007485389709473,nonlinear_product,126,7,0.018,768,4.9530930519104,2.218944653409331,0.028715913889827114,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,xavier,222.52198791503906,57.15509033203125,-1788.293212890625,113.76073455810547,18.842639923095703,146.5914093017578,7.23049783706665,6.334348678588867,2.145599842071533,17.716032028198242,476.0997619628906,0.3261631429195404,0.28685110807418823
80,2026-09-01 13:43:39,train,126,full_training,15.325443267822266,0.04288800433278084,413.0,1,0,0.48572089901426807,8.414070129394531,2,32,1345,2560,relu,none,0.0,none,21520,he,6.084149400393168,3.0874176025390625,nonlinear_product,126,7,0.018,768,4.9530930519104,2.218944653409331,0.028715913889827114,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,he,444.48486328125,158.10726928710938,-11897.6396484375,113.76073455810547,18.842636108398438,389.82317504882815,7.230499267578125,6.334354400634766,3.5811045169830322,40.9368782043457,3430.72607421875,0.5443812906742096,0.7990852892398834
81,2026-09-01 13:43:40,train,126,full_training,7.387978553771973,0.047214340418577194,285.0,1,0,0.30416481400607154,9.572249412536621,2,32,1345,2560,relu,none,0.0,none,21520,orthogonal,4.247219244639079,2.8800108432769775,nonlinear_product,126,7,0.018,768,4.9530930519104,2.218944653409331,0.028715913889827114,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,orthogonal,111.43936157226562,28.730361938476562,-722.7232055664062,117.10244750976562,19.184785842895508,118.22668685913087,4.66295862197876,4.027344703674316,1.5317085981369019,12.1453218460083,138.3482208251953,0.2843557447195053,0.17578347027301788
82,2026-09-01 13:43:40,train,127,full_training,1.5987138748168945,0.047246623784303665,41.0,1,0,0.035817850002786145,3.604753255844116,2,32,1185,2240,relu,none,0.0,none,18960,xavier,3.9327030579249063,2.911090850830078,linear,127,2,0.274,256,1.9315621852874756,1.7481030821746053,0.04575942023888008,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,xavier,58.31831359863281,9.329681396484375,-30.210447311401367,-122.93316650390625,7.110849857330322,19.429045486450196,1.914847731590271,1.468858242034912,1.26321280002594,3.1513118743896484,89.1632308959961,0.12368109077215195,0.05891825072467327
83,2026-09-01 13:43:40,train,127,full_training,1.5344960689544678,0.04433668032288551,31.0,1,0,0.030093342997133732,2.713067054748535,2,32,1185,2240,relu,none,0.0,none,18960,he,5.592296163241069,2.8417537212371826,linear,127,2,0.274,256,1.9315621852874756,1.7481030821746053,0.04575942023888008,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,he,203.48391723632812,22.587141036987305,-145.37132263183594,-122.93316650390625,7.110848903656006,208.09697723388672,1.91484797000885,1.4688584804534912,3.6828665733337402,6.728071212768555,589.6206665039062,0.3605892211198807,0.500805139541626
84,2026-09-01 13:43:40,train,127,full_training,1.477022409439087,0.046572573482990265,41.0,1,0,0.03395478997845203,3.6659445762634277,2,32,1185,2240,relu,none,0.0,none,18960,orthogonal,3.666666487852732,3.0912060737609863,linear,127,2,0.274,256,1.9315621852874756,1.7481030821746053,0.04575942023888008,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,orthogonal,35.72531509399414,6.316391468048096,-17.064777374267578,-163.02841186523438,7.133748531341553,5.193387603759765,1.3261274099349976,1.2973425388336182,1.0751190185546875,2.2853779792785645,43.654441833496094,0.11278015747666359,0.04276014864444733
85,2026-09-01 13:43:40,train,128,full_training,1.2843313217163086,0.04803738743066788,93.0,1,0,0.08269365498563275,5.836333751678467,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,nonlinear_interaction,128,5,0.122,512,1.9182753562927246,1.744651798424074,0.03874893834657822,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,116.72314453125,7.381561756134033,-31.414329528808594,96.12146759033203,16.363422393798828,52.11298885345459,4.043251037597656,3.691624164581299,1.7416404485702515,2.2390177249908447,94.91792297363281,0.24265138804912567,0.17812687158584595
86,2026-09-01 13:43:40,train,128,full_training,2.5500922203063965,0.033248379826545715,123.0,1,0,0.11700646797544323,5.577502727508545,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,nonlinear_interaction,128,5,0.122,512,1.9182753562927246,1.744651798424074,0.03874893834657822,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,268.70367431640625,32.48054504394531,-820.8422241210938,96.12146759033203,16.363418579101562,182.24696731567383,4.043251037597656,3.69162654876709,3.350112199783325,8.803574562072754,741.9932861328125,0.46674928069114685,0.6590694785118103
87,2026-09-01 13:43:40,train,128,full_training,1.112920880317688,0.03403252735733986,123.0,1,0,0.11851398801081814,6.094252109527588,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,nonlinear_interaction,128,5,0.122,512,1.9182753562927246,1.744651798424074,0.03874893834657822,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,5.537394046783447,-10.642658233642578,88.75894927978516,16.813203811645508,30.558966827392577,2.9879753589630127,2.7849478721618652,1.310788869857788,1.9493260383605957,83.7752914428711,0.19906994700431824,0.1089860275387764
88,2026-09-01 13:43:41,train,129,full_training,7.525400161743164,0.04949977248907089,401.0,1,0,0.3818685330043081,8.419958114624023,2,32,1345,2560,relu,none,0.0,none,21520,xavier,4.824894110361735,2.6007485389709473,nonlinear_product,129,7,0.26,512,4.186886787414551,2.1349172570054713,0.030650894849597904,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,xavier,222.52198791503906,49.80224609375,-1560.5111083984375,114.08379364013672,17.691930770874023,116.61829681396485,7.652378082275391,6.000646591186523,2.1516270637512207,15.903141975402832,1054.2801513671875,0.30394960939884186,0.2486255243420601
